title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
"ESCO (European Skills/Competences, Qualifications, and Occupations) Ontology",esco,"['Services', 'Society']","The ontology of the taxonomy ""European Skills, Competences, qualifications and Occupations"".

The ontology considers three ESCO pillars (or taxonomy) and 2 registers.
The three pillars are:
- Occupation
- Skill (and competences)
- Qualification

For the construction and use of the ESCO pillars, the following modelling artefacts are used:
- Facetting support to specialize ESCO pillar concepts based on bussiness relevant Concept Groups (e.g. species, languages, ...)
- Conept Groups, Thesaurus array and Compound terms (as detailed in ISO 25964) to organize faceted concepts
- SKOS mapping properties to relate ESCO pillar concepts to concepts in other (external) taxonomies (e.g. FoET, ISCO88 and ISCO08.  More mappings can be added in the future.)
- Tagging ESCO pillar concepts by other (external) taxonomies (NUTS, EQF, NACE, ...)
- Capture gender specifics on the labels of the ESCO pillar concepts
- Rich ESCO concept relationships holding a description and other specific characteristics of the relation between two ESCO pillar concepts.

ESCO maintains two additional registers:
- Awarding Body
- Work Context
Awarding Bodies typically are referenced by ESCO qualifications.
Occupations can have one or more work context.",http://data.europa.eu/esco/model,,,https://data.europa.eu/license,180,https://lov.linkeddata.es/dataset/lov/vocabs/esco
ESSGlobal Vocabulary,essglobal,['Society'],"Un vocabulario para la Economia Social y Solidária (ESS). Este vocabulario es concebido para ser conjugado con los esquemas de metadados/vocabularios/ontologias: dcterms, good relations, foaf, vcard, organization e schema.org - esto esta definido em el Perfil de Aplicación Dublin Core de la ESS. Vocabulario desarollado por el grupo ESSGlobal de la Red Intercontinental para la promoción de Economia Social y Solidaria (RIPESS).",http://purl.org/essglobal/vocab/,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/essglobal
EUPONT Ontology,eupont,['IoT'],EUPont is an ontology to model high level rules for Internet of Things End User Programming (IoT-EUP).,http://elite.polito.it/ontologies/eupont.owl,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/eupont
S66 Ontology,eurio,"['Academy', 'Metadata']","The EUropean Research Information Ontology (EURIO) conceptualises, formally encodes and makes available in an open, structured and machine-readable format data about resarch projects funded by the EU's framework programmes for research and innovation.",http://data.europa.eu/s66#,,,https://data.europa.eu/license,38,https://lov.linkeddata.es/dataset/lov/vocabs/eurio
Event Ontology,event,['Events'],This ontology deals with the notion of reified events - events seen as first-class objects.,http://purl.org/NET/c4dm/event.owl,,,https://creativecommons.org/licenses/by/3.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/event
EX Ontology,ex,['Metadata'],スキーマにサンプルコードを埋め込むための語彙。XSLTを使って、XHTMLの中で例を表示させることができる。,http://purl.org/net/ns/ex,,,(No license declared),28,https://lov.linkeddata.es/dataset/lov/vocabs/ex
EXIF Ontology,exif,['Image'],"Vocabulary to describe an Exif format picture data. All Exif 2.2 tags are defined as RDF properties, as well as several terms to help this schema.",http://www.w3.org/2003/12/exif/ns,,,https://www.w3.org/Consortium/Legal/2015/doc-license,32,https://lov.linkeddata.es/dataset/lov/vocabs/exif
MAEO (Material and Engineering Ontology),experts,['Industry'],"The MarketPlace Agent and Expert Ontology (MAEO) is an ontology for modeling experts, expertise, and more broadly, knowledge providers and knowledge seekers for the subject areas of Materials Modeling. MAEO is an EMMO-compliant application ontology, and has been loosely aligned with a number of existing ontologies, including Friend-Of-A-Friend (FOAF) and five recently-developed EMMO-based domain ontologies for the classification of materials, models, manufacturing processes, characterization methods and software products related to Materials Modeling.",http://w3id.org/emmo-maeo/maeo,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/experts
ISO 19115 Extent Ontology,ext,['Geometry'],An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - EX Package,http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent,,,ISO Copyright,38,https://lov.linkeddata.es/dataset/lov/vocabs/ext
FaBiO (FRBR-aligned Bibliographic Ontology),fabio,['SPAR'],"FaBiO, the FRBR-aligned Bibliographic Ontology, is an ontology for recording and publishing on the Semantic Web bibliographic records of scholarly endeavours. It forms part of SPAR, a suite of Semantic Publishing and Referencing Ontologies.",http://purl.org/spar/fabio,,,https://creativecommons.org/licenses/by/4.0/,85,https://lov.linkeddata.es/dataset/lov/vocabs/fabio
FALDO (Feature Annotation Location Description Ontology),faldo,['Geography'],Used to describe a location that consists of a number of Regions but where the order is not known. e.g. the oddly named order() keyword in a INSDC file.,http://biohackathon.org/resource/faldo,,,https://creativecommons.org/licenses/by/4.0/,22,https://lov.linkeddata.es/dataset/lov/vocabs/faldo
FEA (Federal Enterprise Architecture) Ontology,fea,['Government'],"To facilitate efforts to transform the Federal Government to one that is citizen-centered, results-oriented, and market-based, the Office of Management and Budget (OMB) is developing the Federal Enterprise Architecture (FEA), a business-based framework for Governmentwide improvement.",http://vocab.data.gov/def/fea,,,(Government open data),45,https://lov.linkeddata.es/dataset/lov/vocabs/fea
FEL (Financial Industry Business Ontology),fel,['Vocabularies'],This RDF vocabulary can be use to describe and categorize annotations involving entity mentions (sub-strings of text) that link to knowledgebase identifiers,http://w3id.org/vcb/fel#,,,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/fel
FIESTA-IoT Ontology,fiesta-iot,['IoT'],"The  FIESTA-IoT ontology takes inspiration from the well-known Noy et al. methodology  for reusing and interconnecting existing ontologies. To build the ontology, we leverage a number of core concepts from various mainstream ontologies and taxonomies, such as Semantic Sensor Network (SSN), M3-lite (a lite version of M3 ontology), WGS84, IoT-lite, Time, and DUL ontology.",http://purl.org/iot/ontology/fiesta-iot,,http://ontology.fiesta-iot.eu/ontologyDocs/fiesta-iot.owl,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/fiesta-iot
FIESTA-Priv Ontology,fiesta-priv,['IoT'],FIESTA-Priv Ontology,http://purl.org/iot/ontology/fiesta-priv#,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/fiesta-priv
FOAF (Friend of a Friend) Ontology,foaf,['People'],"FOAF is a project devoted to linking people and information using the Web. Regardless of whether information is in people's heads, in physical or digital documents, or in the form of factual data, it can be linked.",http://xmlns.com/foaf/0.1/,,,https://xmlns.com/foaf/spec/#license,55,https://lov.linkeddata.es/dataset/lov/vocabs/foaf
FOG Ontology,fog,['Geometry'],"The File Ontology for Geometry formats (FOG) describes meaningful relations towards geometry snippets in RDF literals, geometry files on relative or absolute URLs and ontology-based geometry descriptions. The defined properties in this ontology are related towards each other and additional metadata is provided, such as file extension and related specifications/sources (incl. entries in dbpedia and Wikidata). 

The initial version of the ontology (v0.0.1) was documented in:

Bonduel, Mathias, Wagner, Anna, Pauwels, Pieter, Vergauwen, Maarten, & Klein, Ralf (2019). Including Widespread Geometry Formats in Semantic Graphs Using RDF Literals. In Proceedings of the European Conference on Computing in Construction (EC3 2019). Chania, Greece.",https://w3id.org/fog,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/fog
Feature of Interest Ontology,foio,['Events'],"This ontology defines feature of interest and their properties, as an extension of the core classes of the SSN ontology (https://www.w3.org/ns/ssn/).

A feature of interest is an abstraction of a real world phenomena (thing, person, event, etc). A feature of interest is then defined in terms of its properties, which are qualifiable, quantifiable, observable or operable qualities of the feature of interest. 

Alignments to other ontologies are proposed in external documents: 

- [SSNAlignment](https://w3id.org/seas/SSNAlignment) proposes an alignment to the [SSN ontology](http://www.w3.org/ns/ssn/).
- [QUDTAlignment](https://w3id.org/seas/QUDTAlignment) proposes an alignment to the [QUDT ontology](http://qudt.org/).",https://w3id.org/seas/FeatureOfInterestOntology,,,(No license declared),35,https://lov.linkeddata.es/dataset/lov/vocabs/foio
FOO Ontology,foo,"['Environment', 'Biology']",This ontology describes wildlife observations generated by sensors.,https://w3id.org/def/foo#,,,(No license declared),28,https://lov.linkeddata.es/dataset/lov/vocabs/foo
Food Ontology,food,['Food'],This ontology models the Food domain. It allows to describe ingredients and food products. Ontology used by the Open Food Facts dataset,http://data.lirmm.fr/ontologies/food,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/food
OWL Food Ontology,fowl,['Food'],"Along with Wine Ontology, was used as example in the first OWL Recommendation (February 2004)",http://www.w3.org/TR/2003/PR-owl-guide-20031215/food,,,https://www.w3.org/Consortium/Legal/2015/doc-license,32,https://lov.linkeddata.es/dataset/lov/vocabs/fowl
FRAD (Functional Requirements for Authority Data) Ontology,frad,['FRBR'],This is the element set of native RDF classes and properties described in the Functional Requirements for Authority Data model. The model also uses elements previously described in the Functional Requirements for Bibliographic Records (FRBR) entity-relationship model.,http://iflastandards.info/ns/fr/frad/,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/frad
"FRAPO (Funding, Research Administration, and Projects Ontology)",frapo,['Academy'],"FRAPO, the Funding, Research Administration and Projects Ontology, is a CERIF-compliant ontology written in OWL 2 DL for describing research project administrative information.",http://purl.org/cerif/frapo/,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/frapo
FRAPPE Ontology,frappe,"['Geography', 'Multimedia']","FraPPE is a vocabulary to enable Visual Analytics operations on geo-spatial time varying data. By enabling Visual Analytics instruments FraPPE ease the capture, correlation and comparison operations on geo-spatial data from different sources evolving over time",http://streamreasoning.org/ontologies/frappe#,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/frappe
FRBR Core Ontology,frbr,['FRBR'],An expression in RDF of the concepts and relations described in the IFLA report on the Functional Requirements for Bibliographic Records (FRBR),http://purl.org/vocab/frbr/core,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/frbr
FRBR Extended Ontology,frbre,['FRBR'],Expression of Extended FRBR Concepts in RDF,http://purl.org/vocab/frbr/extended,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/frbre
FRBRer (FRBR Entity-Relationship) Ontology,frbrer,['FRBR'],This is the element set of native RDF classes and properties described in the current text (Feb 2009) of the Functional Requirements for Bibliographic Records (FRBR) entity-relationship model.,http://iflastandards.info/ns/fr/frbr/frbrer/,,http://iflastandards.info/ns/fr/frbr/frbrer/frbrer.rdf,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/frbrer
Fresnel Display Vocabulary,fresnel,['RDF'],OWL Full vocabulary for defining lenses and formats on RDF models.,http://www.w3.org/2004/09/fresnel,,,https://www.w3.org/Consortium/Legal/2015/doc-license,22,https://lov.linkeddata.es/dataset/lov/vocabs/fresnel
OS 50k Gazetteer Ontology,g50k,['Geography'],A vocabulary developed to describe the Ordance Survey 50k Gazetteer linked data,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/,,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/,(Government open data),85,https://lov.linkeddata.es/dataset/lov/vocabs/g50k
Game Ontology,game,['Games'],"This schema describes games with a known state, and few or no random elements.",http://data.totl.net/game/,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/game
GC (Government Core) Ontology,gc,['Government'],The Government Core Ontology establishes a foundation for all oegov ontologies.,http://www.oegov.org/core/owl/gc,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/gc
GCI Foundation Ontology,gci,['Society'],"Global City Indicator Foundation Ontology developed by the Information Engineering Group, Mechanical & Industrial Engineering, University of Toronto. Contains the foundation ontologies required to represent ISO 37120 city indicators, including Placenames, Time, Measurement, Provenance, Statistics, Validity and Trust. See: Fox, M.S., (2013), ""A Foundation Ontology for Global City Indicators"", Global City Institute Working Paper, Vol. 1, No.4, pp. 1-45. Global Cities Institute, University of Toronto. Updated 24 June 2014: http://www.eil. Based on the Global City Indicators Facility, University of Toronto: http://www.cityindicators.org/Deliverables/Core%20and%20Supporting%20Indicators%20Table%20SEPTEMBER%202011.pdf.

Contact: Mark S. Fox, msf@eil.utoronto.ca",http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/gci
GConsent Ontology,gcon,"['People', 'Society']","GConsent provides concepts and relationships for defining consent and its associated information or metadata with a view towards GDPR compliance. It is the outcome of an analysis of consent and requirements associated with obtaining, using, and changes in consent as per the GDPR. The ontology also provides an approach to using its terms in various scenarios and use-cases (see more information in the documentation) which is intended to assist in its adoption.",https://w3id.org/GConsent,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/gcon
GD (Government Data) Vocabulary,gd,['Government'],A RDF Schema that defines concepts and relationships common to all Open Government Data,http://vocab.data.gov/gd,,,(Government open data),45,https://lov.linkeddata.es/dataset/lov/vocabs/gd
GDPRov (GDPR Ontology),gdprov,"['Quality', 'Society', 'People']",GDPRov is an OWL2 ontology to express provenance metadata of consent and data lifecycles towards documenting compliance for GDPR.,https://w3id.org/GDPRov,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/gdprov
GDPRtEXT Ontology,gdprt,"['Society', 'People', 'Metadata']","The General Data Protection Regulation (GDPR) is comprised of several articles, each with points that refer to specific concepts. The general convention of referring to these points and concepts is to quote the specific article or point using a human-readable reference. This ontology provides a way to refer to the points within the GDPR using the EurLex ontology published by the European Publication Office. It also defines the concepts defined, mentioned, and requried by the GDPR using the Simple Knowledge Organization System (SKOS) ontology.",https://w3id.org/GDPRtEXT,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/gdprt
GEN Ontology,gen,['People'],A simple RDF vocabulary containing terms to facilitate the linking of genealogical data.,http://purl.org/gen/0.1#,,https://raw.githubusercontent.com/joshhansen/vocab-gen/master/releases/gen01.rdf,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/gen
WGS84 Geo Positioning Ontology,geo,['Geography'],"A vocabulary for representing latitude, longitude and   altitude information in the WGS84 geodetic reference datum.",http://www.w3.org/2003/01/geo/wgs84_pos,,,https://www.w3.org/Consortium/Legal/2015/doc-license,18,https://lov.linkeddata.es/dataset/lov/vocabs/geo
Geo-Deling Ontology,geod,['Geography'],Vocabulary describing the administrative subdivision of Norway,http://vocab.lenka.no/geo-deling,,,(No license declared),25,https://lov.linkeddata.es/dataset/lov/vocabs/geod
Geo-Features Ontology,geof,['Geography'],This ontology contains geographic feature classes and associated properties including classes and properties for describing the spatial location of the geographic feature.  The classes and properties have been defined based on an ESRI dataset.,http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl,,,(No license declared),35,https://lov.linkeddata.es/dataset/lov/vocabs/geof
GeoFLA Ontology,geofla,['Geography'],"Ontologie décrivant le découpage administratif de la France métropolitaine, des départements d'outre mer, ou de la collectivité départementale de Mayotte, représentée comme une hiérarchie de classes OWL",http://data.ign.fr/def/geofla,,http://data.ign.fr/def/geofla,(Government open data),45,https://lov.linkeddata.es/dataset/lov/vocabs/geofla
Geometry Ontology,geom,['Geometry'],Ontologie des primitives géométriques représentant la forme et la localisation d'entités topographiques.,http://data.ign.fr/def/geometrie,,http://data.ign.fr/def/geometrie,(Government open data),55,https://lov.linkeddata.es/dataset/lov/vocabs/geom
Geopolitical Ontology,geop,['Geography'],"FAO's geopolitical ontology version 1.1 was populated with FAO, UN and internationally recognized data sources.",http://aims.fao.org/aos/geopolitical.owl,,,https://creativecommons.org/licenses/by/3.0/,120,https://lov.linkeddata.es/dataset/lov/vocabs/geop
GeoSpecies Ontology,geosp,['Environment'],The GeoSpecies Ontology is used to describe geographical distribution of living species.,http://rdf.geospecies.org/ont/geospecies,,http://rdf.geospecies.org/ont/geospecies.owl,(No license declared),85,https://lov.linkeddata.es/dataset/lov/vocabs/geosp
ISO 19109 Feature Ontology,gf,['Geography'],An OWL representation of part of the General Feature Model described in ISO 19109 and the General Feature Instance model described in Annex C of ISO 19156:2011.,http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature,,,ISO Copyright,65,https://lov.linkeddata.es/dataset/lov/vocabs/gf
GLEIF L1 Ontology,gleif-L1,['People'],"Ontology for legal entity identifier registration. It was designed for Global Legal Entity Identifier Foundation (GLEIF) Level 1 data corresponding to the Common Data Format version 2.1. It covers key reference data for a legal entity identifiable with an LEI. The ISO 17442 standard developed by the International Organization for Standardization defines a set of attributes or LEI reference data that comprises the most essential elements of identification. It specifies the minimum reference data, which must be supplied for each LEI: The official name of the legal entity as recorded in the official registers. The registered address of that legal entity. The country of formation. The codes for the representation of names of countries and their subdivisions. The date of the first LEI assignment; the date of last update of the LEI information; and the date of expiry, if applicable.",https://www.gleif.org/ontology/L1/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,45,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-L1
GLEIF L2 Ontology,gleif-L2,['People'],"Ontology for legal entity parent relationships. It was designed for Global Legal Entity Identifier Foundation (GLEIF) Level 2 data corresponding to the Relationship Record format, version 1.1. Legal entities that have or acquire an LEI report their ‘direct accounting consolidating parent’ as well as their ‘ultimate accounting consolidating parent’, or for International Branches ‘is an International Branch of'. Otherwise they must provide a Reporting Exception.",https://www.gleif.org/ontology/L2/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,55,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-L2
GLEIF Base Ontology,gleif-base,"['People', 'Geography']",Ontology defining generic concepts for reuse by other Global Legal Entity Identifier Foundation (GLEIF) ontologies. It defines generic classes for (legal) Entities and their relationships and statuses; and generic properties for different types of name and address. It makes use of the OMG Languages Countries and Codes (LCC) ontology (based on the ISO 3166 standard) for country and region information.,https://www.gleif.org/ontology/Base/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,65,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-base
GLEIF Legal Entity Form Ontology,gleif-elf,"['Contracts', 'Industry']","Ontology defining concepts for Entity Legal Forms and their abbreviations by jurisdiction, based on ISO 20275. Though used by Global Legal Entity Identifier Foundation (GLEIF) for Legal Entity Identifier registration, it is more broadly applicable.",https://www.gleif.org/ontology/EntityLegalForm/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,75,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-elf
GLEIF Geocoding Ontology,gleif-geo,['Geography'],"Ontology defining concepts for Geocoding of addresses. It is based on the geocoding used in the Global Legal Entity Identifier Foundation (GLEIF) Golden Copy Data, but is more broadly applicable.",https://www.gleif.org/ontology/Geocoding/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,45,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-geo
GLEIF Registration Authority Ontology,gleif-ra,['Contracts'],"Ontology defining concepts for Business Registries, including the jurisdictions served. This is based on the Registration Authority Code List (RAL) used for Global Legal Entity Identifier Foundation (GLEIF) registration, but is more broadly applicable.",https://www.gleif.org/ontology/RegistrationAuthority/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,55,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-ra
GLEIF Reporting Exception Ontology,gleif-repex,['Events'],"Ontology for representing exceptions to reporting of parents, for entities registered with a Legal Entity Identifier. The Global Legal Identifier System (GLEIS) requires that legal entities with an LEI provide information on their ultimate and direct accounting consolidating parents. Relationship reporting is mandatory with exceptions allowed for certain well-defined reasons. This ontology provides a simple structure for recording reasons for each exception by LEI.",https://www.gleif.org/ontology/ReportingException/,,,https://www.gleif.org/en/lei-data/lei-mapping/terms-of-use,38,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-repex
ISO 19107 Geometry Ontology,gm,['Geometry'],An OWL representation of part of the model for geometry and space from ISO 19107:2003 Geographic Information - Spatial Schema,http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry,,,ISO Copyright,65,https://lov.linkeddata.es/dataset/lov/vocabs/gm
GML Ontology,gml,['Geometry'],A specialization of GeoSPARQL defining specific subtypes of Geometry,http://www.opengis.net/ont/gml,,,https://www.opengeospatial.org/legal/,85,https://lov.linkeddata.es/dataset/lov/vocabs/gml
GeoNames Ontology,gn,['Geography'],The Geonames ontology provides elements of description for geographical features defined in the geonames.org data base,http://www.geonames.org/ontology,,,https://creativecommons.org/licenses/by/4.0/,650,https://lov.linkeddata.es/dataset/lov/vocabs/gn
GND (Gemeinsame Normdatei) Ontology,gndo,['Catalogs'],"GND stands for ""Gemeinsame Normdatei"" (Integrated Authority File) and offers a broad range of elements to describe authorities. The GND originates from the German library community and aims to solve the name ambiguity problem in the library world.",http://d-nb.info/standards/elementset/gnd#,,,https://creativecommons.org/licenses/by/4.0/,250,https://lov.linkeddata.es/dataset/lov/vocabs/gndo
GOLD (General Ontology for Linguistic Description),gold,['Vocabularies'],The General Ontology for Linguistic Description (GOLD) was created primarily for applications involving descriptive linguistics.,http://purl.org/linguistics/gold,,http://linguistics-ontology.org/gold-2010.owl,(No license declared),120,https://lov.linkeddata.es/dataset/lov/vocabs/gold
GOM Ontology,gom,"['Metadata', 'Geometry']",- Version 0.0.1: initial version,https://w3id.org/gom,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/gom
Genealogy Government Ontology,gov,"['Society', 'Time']","The Genealogisches Orts-Verzeichnis (GOV) contains information about current and historical political, ecclesiastical and legal administrative affiliations of settlements and administrative units. In addition several time-dependent values (such as names, population numbers, postal codes etc.) are given.",http://gov.genealogy.net/ontology.owl,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/gov
GoodRelations Ontology,gr,['eBusiness'],"The GoodRelations ontology provides the vocabulary for annotating e-commerce offerings (1) to sell, lease, repair, dispose, or maintain commodity products and (2) to provide commodity services.",http://purl.org/goodrelations/v1,,,https://creativecommons.org/licenses/by/3.0/,112,https://lov.linkeddata.es/dataset/lov/vocabs/gr
Data Cube Vocabulary,grddl,['Vocabularies'],Gleaning Resource Descriptions from Dialects of Languages Vocabulary,http://www.w3.org/2003/g/data-view,,,https://www.w3.org/Consortium/Legal/2015/doc-license,18,https://lov.linkeddata.es/dataset/lov/vocabs/grddl
Generation Ontology,gso,['Support'],Ontology for Relating Generic and Specific Information Resources,http://www.w3.org/2006/gen/ont,,,https://www.w3.org/Consortium/Legal/2015/doc-license,25,https://lov.linkeddata.es/dataset/lov/vocabs/gso
GeoSPARQL Ontology,gsp,['Geometry'],A Geographic Query Language for RDF Data OGC 11-052r5,http://www.opengis.net/ont/geosparql,,,https://www.opengeospatial.org/legal/,85,https://lov.linkeddata.es/dataset/lov/vocabs/gsp
General Transit Feed Specification (GTFS) Terms,gtfs,['Travel'],This ontology is a translation of the General Transit Feed Specification towards URIs. Its intended use is creating an exchange platform where the Linked GTFS model can be used as a start to get the right data into the right format.,http://vocab.gtfs.org/terms#,,,https://creativecommons.org/licenses/by/4.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/gtfs
Goudatijdmachine Vocabulary,gtm,"['Time', 'Geography']",The Gouda Time Machine Ontology describes the geo-temporal classes and properties used within the Gouda Time Machine.,https://www.goudatijdmachine.nl/def,,,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/gtm
Geologic Time Scale Ontology,gts,['Time'],"This is an RDF/OWL representation of the GeoSciML Geologic Timescale model, which has been adapted from the model described in Cox, S.J.D, & Richard, S.M. (2005) A formal model for the geologic timescale and GSSP, compatible with geospatial information transfer standards, Geosphere, Geological Society of America 1/3, 119–137.",http://resource.geosciml.org/ontology/timescale/gts,,,https://creativecommons.org/licenses/by/4.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/gts
General User Feedback Ontology (GUFO),gufo,"['General & Upper', 'Events']","The objective of gUFO is to provide a lightweight implementation of the Unified Foundational Ontology (UFO) [1-5] suitable for Semantic Web OWL 2 DL applications. 

Intended users are those implementing UFO-based lightweight ontologies that reuse gUFO by specializing and instantiating its elements.

There are three implications of the use of the term lightweight. First of all, we have employed little expressive means in an effort to retain computational properties for the resulting OWL ontology. Second, we have selected a subset of UFO-A [1, 2] and UFO-B [3] to include here. In particular, there is minimalistic support for UFO-B (only that which is necessary to establish the participation of objects in events and to capture historical dependence between events). Third, a lightweight ontology, differently from a reference ontology, is designed with the purpose of providing an implementation artifact to structure a knowledge base (or knowledge graph). This has driven a number of pragmatic implementation choices which are discussed in comments annotated to the various elements of this implementation. 

The 'g' in gUFO stands for gentle. At the same time, ""gufo"" is the Italian word for ""owl"".


For the source repository, see:",http://purl.org/nemo/gufo#,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/gufo
Getty Vocabulary Program Ontologies,gvp,['Vocabularies'],"The GVP Ontology defines classes, properties and values (skos:Concepts) used in GVP LOD. It is complete regarding AAT and TGN (as of version 2.0), and will be extended in time with more elements needed for the other GVP vocabularies (ULAN, CONA).",http://vocab.getty.edu/ontology,,,https://creativecommons.org/licenses/by/4.0/,250,https://lov.linkeddata.es/dataset/lov/vocabs/gvp
ISO 19150 Ontology (Part 2),h2o,['Methods'],"This ontology establishes classes corresponding to stereotypes used in ISO-conformant models, as used in the rules for conversion of the ISO TC 211 Harmonized Model from the UML to OWL representations",http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic,,,ISO Copyright,45,https://lov.linkeddata.es/dataset/lov/vocabs/h2o
Home Activity Ontology,ha,['Environment'],An ontology to detect activity in a smart home,http://sensormeasurement.appspot.com/ont/home/homeActivity#,,,(No license declared),28,https://lov.linkeddata.es/dataset/lov/vocabs/ha
Web of Things Hypermedia Ontology,hctl,['Multimedia'],"Ontology designed to provide an RDF representation of Hypermedia Controls, in particular links and forms.",https://www.w3.org/2019/wot/hypermedia#,,,https://www.w3.org/Consortium/Legal/2015/doc-license,35,https://lov.linkeddata.es/dataset/lov/vocabs/hctl
Helpdesk Ontology,hdo,['Support'],"Simple ontology developed for integration purposes. Describe helpdesk entities used to record support tickets for diagnosis and resolve purpuses. The ontology re-uses a) W3C ORG and REGORG ontologies, b) DUL upper ontology, and c) GoodRelations ontology.",http://www.samos.gr/ontologies/helpdeskOnto.owl,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/hdo
HHT Ontology,hht,"['Events', 'Geography']","The notion of territory plays a major role in human and social sciences. In an historical context, most approaches are irrelevant as they rely on geometric data, which is not available. In order to represent historical territories,we conceived the HHT ontology (Hierarchical Historical Territory) to represent hierarchical historical territorial divisions, without having to know their geometry. This approach relies on a notion of building blocks to replace polygonal geometry",https://w3id.org/HHT,,https://www.irit.fr/recherches/MELODI/ontologies/HHT/ontology.ttl,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/hht
HIFM Ontology,hifm,"['Health', 'Biology']",An ontology for describing brand-name drugs.,http://purl.org/net/hifm/ontology#,,,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/hifm
Holding Ontology,holding,['Catalogs'],A vocabulary to express (library) holdings in RDF,http://purl.org/ontology/holding,,http://dini-ag-kim.github.io/holding-ontology/holding.ttl,(No license declared),25,https://lov.linkeddata.es/dataset/lov/vocabs/holding
HOLY Ontology,holy,['Environment'],"This is the Hydrogen Ontology (HOLY). HOLY is a domain ontology for describing the complex structure of hydrogen-based markets. HOLY contributes to the systemic modeling of the hydrogen domain with a focus on its value chain. Hence, it provides a foundation for retrieval, storage, and delivery of market insights.",http://purl.org/holy/ns#,,,(No license declared),22,https://lov.linkeddata.es/dataset/lov/vocabs/holy
Healthcare Provider Ontology,hosp,['Health'],A RDF Schema that defines concepts and relationships used for Hospital data.,http://vocab.data.gov/hosp,,,(Government open data),45,https://lov.linkeddata.es/dataset/lov/vocabs/hosp
Extended Materials and Methods Ontology (EMMO-HPO),hpo,['Industry'],An ontology to capture the staggering diversity of polymeric materials and their applications.,http://w3id.org/emmo-hpo/hpo,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/hpo
